author	title	comment	curriculum	id	year	grade	priority
"Андреев Л.Н."	"Жили-были"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Андреев Л.Н."	"Иуда"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Андреев Л.Н."	"Рассказ о семи повешенных"	""	"19 ИРЛ 2 ст"	1	"1919"	9	"*"
"Бальмонт К.Д."	""	""	"19 ИРЛ 2 ст"	1	"1919"	9	"*"
"Брюсов В.Я."	""	""	"19 ИРЛ 2 ст"	1	"1919"	9	"*"
"Герцен А.И."	"Кто виноват?"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Гоголь Н.В."	"Вечера на Хуторе близ Диканьки"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Гоголь Н.В."	"Вий"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Гоголь Н.В."	"Женитьба"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Гоголь Н.В."	"Мертвые души"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Гоголь Н.В."	"Повесть о том, как поссорились Иван Иванович с Иваном Никифоровичем"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Гоголь Н.В."	"Портрет"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Гоголь Н.В."	"Ревизор"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Гоголь Н.В."	"Старосветские помещики"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Гоголь Н.В."	"Тарас Бульба"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Гоголь Н.В."	"Шинель"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Гончаров И.А."	"Обломов"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Гончаров И.А."	"Обрыв"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Гончаров И.А."	"Обыкновенная история"	""	"19 ИРЛ 2 ст"	1	"1919"	8	"*"
"Горький М."	"Бывшие люди"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Горький М."	"Детство"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Горький М."	"Мать"	""	"19 ИРЛ 2 ст"	1	"1919"	9	"*"
"Горький М."	"Мещане"	""	"19 ИРЛ 2 ст"	1	"1919"	9	"*"
"Горький М."	"На дне"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Горький М."	"Песня о буревестнике"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Горький М."	"Песня о соколе"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Горький М."	"Челкаш"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Грибоедов А.С."	"Горе от ума"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Державин Г.Р."	"Бог"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Державин Г.Р."	"Вельможа"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Державин Г.Р."	"Видение мурзы"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Державин Г.Р."	"На смерть князя Мещерского"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Державин Г.Р."	"Памятник"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Державин Г.Р."	"Фелица"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Державин Г.Р."	"Жизнь Званская"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Достоевский Ф.М."	"Бедные люди"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Достоевский Ф.М."	"Братья Карамазовы"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Достоевский Ф.М."	"Преступление и наказание"	""	"19 ИРЛ 2 ст"	1	"1919"	9	"*"
"Достоевский Ф.М."	"Речь на юбилее Пушкина"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Жуковский В.А."	"Камоэнс"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Жуковский В.А."	"Море"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Жуковский В.А."	"Переводные баллады"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Жуковский В.А."	"Светлана"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Жуковский В.А."	"Сельское кладбище"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Жуковский В.А."	"Теон и Эсхин"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Жуковский В.А."	"Эолова арфа"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Новиков Н.И."	"Журнальная деятельность. Трутень. Живописец"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Златовратский Н.Н."	"Золотые сердца"	"отрывки"	"19 ИРЛ 2 ст"	1	"1919"	9	"*"
"Златовратский Н.Н."	"Устои"	"отрывки"	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Кантемир А.Д."	"На хулящих учение"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Карамзин Н.М."	"Бедная Лиза"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Карамзин Н.М."	"Вестник Европы"	""	"19 ИРЛ 2 ст"	1	"1919"	7	"*"
"Карамзин Н.М."	"Письма русского путешественника"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Карамзин Н.М."	"Что нужно автору"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Кольцов А.В."	""	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Короленко В.Г."	"Без языка"	""	"19 ИРЛ 2 ст"	1	"1919"	9	"*"
"Короленко В.Г."	"Лес шумит"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Короленко В.Г."	"Река играет"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Короленко В.Г."	"Слепой музыкант"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Короленко В.Г."	"Сон Макара"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Крылов И.А."	"Басни"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Лермонтов М.Ю."	"Герой нашего времени"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Лермонтов М.Ю."	"Демон"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Лермонтов М.Ю."	"Лирика"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Лермонтов М.Ю."	"Мцыри"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Лермонтов М.Ю."	"Песня о купце Калашникове"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Лесков Н.С."	"Запечатленный ангел"	""	"19 ИРЛ 2 ст"	1	"1919"	9	"*"
"Лесков Н.С."	"На краю света"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Лесков Н.С."	"Очарованный странник"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Лесков Н.С."	"Соборяне"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Ломоносов М.В."	"Вечернее размышление"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Ломоносов М.В."	"Ода на день восшествия на престол императрицы Елизаветы Петровны"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Некрасов Н.А."	""	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Островский А.Н."	"Бедность не порок"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Островский А.Н."	"Гроза"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Островский А.Н."	"Доходное место"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Островский А.Н."	"Свои люди - сочтемся"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Островский А.Н."	"Снегурочка"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Пушкин А.С."	"Стихотворения, в которых выражаются взгляды на поэта и поэзию"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Пушкин А.С."	"Бахчисарайский фонтан"	""	"19 ИРЛ 2 ст"	1	"1919"	8	"*"
"Пушкин А.С."	"Борис Годунов"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Пушкин А.С."	"Евгений Онегин"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Пушкин А.С."	"Кавказский пленник"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Пушкин А.С."	"Капитанская дочка"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Пушкин А.С."	"Лирика"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Пушкин А.С."	"Медный всадник"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Пушкин А.С."	"Повести Белкина"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Пушкин А.С."	"Полтава"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Пушкин А.С."	"Скупой рыцарь"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Пушкин А.С."	"Цыганы"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Радищев А.Н."	"Путешествие из Петербурга в Москву"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
""	"Интимная лирика XVII века"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Салтыков-Щедрин М.Е."	"Господа Головлевы"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Салтыков-Щедрин М.Е."	"Сказки"	""	"19 ИРЛ 2 ст"	1	"1919"	9	"*"
"Толстой А.К."	"Трилогия"	"можно ограничиться одной трагедией"	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Толстой Л.Н."	"Власть тьмы"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Толстой Л.Н."	"Война и мир"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Толстой Л.Н."	"Детство. Отрочество. Юность"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Толстой Л.Н."	"Исповедь"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Толстой Л.Н."	"Хаджи-Мурат"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Толстой Л.Н."	"Холстомер"	""	"19 ИРЛ 2 ст"	1	"1919"	9	"*"
"Тургенев И.С."	"Дворянское гнездо"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Тургенев И.С."	"Записки охотника"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Тургенев И.С."	"Накануне"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Тургенев И.С."	"Новь"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Тургенев И.С."	"Отцы и дети"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Тургенев И.С."	"Рудин"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Тургенев И.С."	"Стихотворения в прозе"	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Тютчев Ф.И."	""	""	"19 ИРЛ 2 ст"	1	"1919"	8	""
"Успенский Г.И."	"Власть земли"	"отдельные рассказы"	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Успенский Г.И."	"Нравы Растеряевой улицы"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Фонвизин Д.И."	"Недоросль"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
"Чехов А.П."	"Вишневый сад"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Чехов А.П."	"Мужики"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Чехов А.П."	"Палата №6"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
"Чехов А.П."	"Степь"	""	"19 ИРЛ 2 ст"	1	"1919"	9	""
""	"Былины о гибели богатырей"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
""	"Устное творчество позднейшего происхождения: бытовая лирика"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
""	"Былины об Иване Грозном: Взятие Казани"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
""	"Былина о Волхе-Вольге и Микуле"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
""	"Былины об Иване Грозном: Гнев Грозного на сына"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
""	"Житие протопопа Аввакума"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
""	"Загадки"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
""	"Киевские былины о Добрыне, Алеше, Илье Муромце"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
""	"Новгородские былины о Василии Буслаевиче и Садке"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
""	"О Бове Королевиче"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
""	"Духовные стихи о богатом Лазаре"	""	"19 ИРЛ 2 ст"	1	"1919"	6	"*"
""	"Духовные стихи о Вознесении Христове"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
""	"Духовные стихи о Голубиней книге"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
""	"О Горе-Злочсчастии"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
""	"О Ерше"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
""	"О Савве Грудцыне"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
""	"О Фроле Скобееве"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
""	"Духовные стихи об Алексее, человеке божием \n"	""	"19 ИРЛ 2 ст"	1	"1919"	6	"*"
""	"Духовные стихи об Егории Храбром"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
""	"Об Еруслане Лазаревиче"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
""	"Песнь о Нибелунгах"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
""	"Повесть о Юлиании Лазаревской"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
""	"Поговорки"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
""	"Пословицы"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
""	"Устная лирика древнейшего происхождения: Праздничные песни"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
""	"Устное творчество позднейшего происхождения: свадебная лирика"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
""	"Устная лирика древнейшего происхождения: Свадебные песни"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
""	"Былина о Святогоре"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
""	"Сказки древнейшего присхождения"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
""	"Устное творчество позднейшего происхождения: сказки о доле,судьбе, бедности, и богатстве, правде и кривде"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
""	"Слово о полку Игореве"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
""	"Тверская былина о Щелкане Дудентьевиче"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
""	"О Шемякином суде"	""	"19 ИРЛ 2 ст"	1	"1919"	7	""
""	"Эдда"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
"Аристофан"	"Облака"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
"Гомер"	"Илиада"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
"Гомер"	"Одиссея"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
""	"Калевала"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
"Мольер Ж.Б."	"Мизантроп"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
"Мольер Ж.Б."	"Скупой"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
"Софокл"	""	""	"19 ИРЛ 2 ст"	1	"1919"	6	"*"
"Шекспир У."	"Гамлет"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
"Шекспир У."	"Король Лир"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
"Шекспир У."	"Макбет"	""	"19 ИРЛ 2 ст"	1	"1919"	6	""
"Аксаковы"	""	""	"22 РЛ 2 ст"	2	"1922"	7	""
"Андреев Л.Н."	"Жизнь Василия Фивейского"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Андреев Л.Н."	"К звездам"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Андреев Л.Н."	"Красный смех"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Андреев Л.Н."	"Мысль"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Андреев Л.Н."	"Царь-голод"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Бальмонт К.Д."	""	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Белинский В.Г."	""	""	"22 РЛ 2 ст"	2	"1922"	7	""
"Белый А."	""	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Блок А.А."	""	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Брюсов В.Я."	""	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Вересаев В.В."	"Без дороги"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Вересаев В.В."	"На повороте"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Вересаев В.В."	"Поветрие"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Гаршин В.М."	"Красный цветок"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Гаршин В.М."	"Художники"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Гаршин В.М."	"Четыре дня"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Гаршин В.М."	"Attelea princeps"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Герцен А.И."	""	""	"22 РЛ 2 ст"	2	"1922"	7	""
"Герцен А.И."	"Доктор Крупов"	""	"22 РЛ 2 ст"	2	"1922"	7	""
"Герцен А.И."	"Кто виноват?"	""	"22 РЛ 2 ст"	2	"1922"	7	""
"Гоголь Н.В."	"Вечера на Хуторе близ Диканьки"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Гоголь Н.В."	"Мертвые души"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Гоголь Н.В."	"Портрет"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Гоголь Н.В."	"Ревизор"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Гоголь Н.В."	"Старосветские помещики"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Гоголь Н.В."	"Шинель"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Гончаров И.А."	"Обломов"	""	"22 РЛ 2 ст"	2	"1922"	7	""
"Гончаров И.А."	"Обрыв"	""	"22 РЛ 2 ст"	2	"1922"	7	""
"Горький М."	"Бывшие люди"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Горький М."	"Коновалов"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Горький М."	"Мать"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Горький М."	"На дне"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Горький М."	"Трое"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Горький М."	"Фома Гордеев"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Горький М."	"Челкаш"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Грановский Т.Н."	""	""	"22 РЛ 2 ст"	2	"1922"	7	""
"Грибоедов А.С."	"Горе от ума"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Гусев-Оренбургский С.И."	"Страна отцов"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Державин Г.Р."	""	"2-3 произведения по выбору преподавателя"	"22 РЛ 2 ст"	2	"1922"	6	""
"Добролюбов Н.А."	""	""	"22 РЛ 2 ст"	2	"1922"	7	""
"Достоевский Ф.М."	"Братья Карамазовы"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Достоевский Ф.М."	"Записки из мертвого дома"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Достоевский Ф.М."	"Преступление и наказание"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Жуковский В.А."	"19 марта 1823"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Жуковский В.А."	"Минувших дней очарованье"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Жуковский В.А."	"Море"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Жуковский В.А."	"Светлана"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Жуковский В.А."	"Теон и Эсхин"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Златовратский Н.Н."	"Деревенские будни"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Златовратский Н.Н."	"Золотые сердца"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Златовратский Н.Н."	"Устои"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Карамзин Н.М."	"Бедная Лиза"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Киреевский И.В."	""	""	"22 РЛ 2 ст"	2	"1922"	7	""
"Кольцов А.В."	"Песни и думы"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Короленко В.Г."	"Без языка"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Короленко В.Г."	"В дурном обществе"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Короленко В.Г."	"История моего современника"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Короленко В.Г."	"Лес шумит"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Короленко В.Г."	"Нестрашное"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Короленко В.Г."	"Слепой музыкант"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Короленко В.Г."	"Сон Макара"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Короленко В.Г."	"Старый звонарь"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Крылов И.А."	"Басни"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Куприн А.И."	"Конокрады"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Куприн А.И."	"Мирное Житие"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Куприн А.И."	"Поединок"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Куприн А.И."	"Трус"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Левитов А.И."	"Степные очерки"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Лермонтов М.Ю."	"Герой нашего времени"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Лермонтов М.Ю."	"Демон"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Лермонтов М.Ю."	"Песня о купце Калашникове"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Ломоносов М.В."	"Вечернее размышление"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Ломоносов М.В."	"Ода на день восшествия на престол императрицы Елизаветы Петровны"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Майков А.Н."	"Два мира"	""	"22 РЛ 2 ст"	2	"1922"	7	"*"
"Майков А.Н."	"Искусство"	""	"22 РЛ 2 ст"	2	"1922"	7	"*"
"Майков А.Н."	"Муза"	""	"22 РЛ 2 ст"	2	"1922"	7	"*"
"Майков А.Н."	"Пустынник"	""	"22 РЛ 2 ст"	2	"1922"	7	"*"
"Майков А.Н."	"Три смерти"	""	"22 РЛ 2 ст"	2	"1922"	7	"*"
"Майков А.Н."	"Художнику"	""	"22 РЛ 2 ст"	2	"1922"	7	"*"
"Маяковский В.В."	""	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Михайловский Н.М."	""	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Некрасов Н.А."	"Кому на Руси жить хорошо"	""	"22 РЛ 2 ст"	2	"1922"	7	""
"Некрасов Н.А."	"Муза"	""	"22 РЛ 2 ст"	2	"1922"	7	""
"Некрасов Н.А."	"Размышления у парадного подъезда"	""	"22 РЛ 2 ст"	2	"1922"	7	""
"Некрасов Н.А."	"Русские женщины"	""	"22 РЛ 2 ст"	2	"1922"	7	""
"Некрасов Н.А."	"Рыцарь на час"	""	"22 РЛ 2 ст"	2	"1922"	7	""
"Островский А.Н."	"Бедность не порок"	""	"22 РЛ 2 ст"	2	"1922"	7	""
"Островский А.Н."	"Гроза"	""	"22 РЛ 2 ст"	2	"1922"	7	""
"Островский А.Н."	"Доходное место"	""	"22 РЛ 2 ст"	2	"1922"	7	""
"Островский А.Н."	"Свои люди - сочтемся"	""	"22 РЛ 2 ст"	2	"1922"	7	""
"Писарев Д.И."	""	""	"22 РЛ 2 ст"	2	"1922"	7	""
"Полонский Я.П."	"Двойник"	""	"22 РЛ 2 ст"	2	"1922"	7	"*"
"Полонский Я.П."	"Каземир Великий"	""	"22 РЛ 2 ст"	2	"1922"	7	"*"
"Полонский Я.П."	"Мечтатель"	""	"22 РЛ 2 ст"	2	"1922"	7	"*"
"Полонский Я.П."	"Нищий"	""	"22 РЛ 2 ст"	2	"1922"	7	"*"
"Полонский Я.П."	"Они"	""	"22 РЛ 2 ст"	2	"1922"	7	"*"
"Полонский Я.П."	"Письма к музе"	""	"22 РЛ 2 ст"	2	"1922"	7	"*"
"Полонский Я.П."	"Подросла"	""	"22 РЛ 2 ст"	2	"1922"	7	"*"
"Полонский Я.П."	"Поэзия"	""	"22 РЛ 2 ст"	2	"1922"	7	"*"
"Полонский Я.П."	"Родник"	""	"22 РЛ 2 ст"	2	"1922"	7	"*"
"Помяловский Н.Г."	"Очерки бурсы"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Помяловский Н.Г."	"Мещанское счастье"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Помяловский Н.Г."	"Молотов"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Пушкин А.С."	"Борис Годунов"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Пушкин А.С."	"Евгений Онегин"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Пушкин А.С."	"Кавказский пленник"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Пушкин А.С."	"Капитанская дочка"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Пушкин А.С."	"Медный всадник"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Пушкин А.С."	"Скупой рыцарь"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Пушкин А.С."	"Цыганы"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Пушкин А.С."	"Лирика"	""	"22 РЛ 2 ст"	2	"1922"	6	""
"Решетников Ф.М."	"Подлиповцы"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Салтыков-Щедрин М.Е."	"Господа Головлевы"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Салтыков-Щедрин М.Е."	"Губернские очерки"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Салтыков-Щедрин М.Е."	"История города Глупова"	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Салтыков-Щедрин М.Е."	"Сказки"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Северянин И.В."	""	""	"22 РЛ 2 ст"	2	"1922"	8	"*"
"Степняк-Кравчинский С.М."	"Андрей Кожухов"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Степняк-Кравчинский С.М."	"Подпольная Россия"	""	"22 РЛ 2 ст"	2	"1922"	8	""
"Толстой А.К."	"Алеша Попович"	""	"22 РЛ 2 ст"	2	"1922"	5	"*"
"Толстой А.К."	"Грешница"	""	"22 РЛ 2 ст"	2	"1922"	7	""
"Толстой А.К."	"Илья Муромец"	""	"22 РЛ 2 ст"	2	"1922"	5	"*"
"Толстой А.К."	"Иоанн Дамаскин"	""	"22 РЛ 2 ст"	2	"1922"	7	""
"Толстой А.К."	"Князь Серебряный"	""	"22 РЛ 2 ст"	2	"1922"	7	""
