author	title	comment	curriculum	id	year	grade	priority
"Шекспир У."	"Двеннадцатая ночь"	""	"40 ПСШ 8-10"	10	"1940"	10	"*"
"Шекспир У."	"Король Генрих IV"	""	"40 ПСШ 8-10"	10	"1940"	10	"*"
"Шекспир У."	"Король Лир"	""	"40 ПСШ 8-10"	10	"1940"	10	""
"Шиллер Ф."	"Ивиковы журавли"	""	"40 ПСШ 8-10"	10	"1940"	8	"*"
"Шиллер Ф."	"Коварство и любовь"	""	"40 ПСШ 8-10"	10	"1940"	8	"*"
"Шиллер Ф."	"Кубок"	""	"40 ПСШ 8-10"	10	"1940"	8	"*"
"Шиллер Ф."	"Перчатка"	""	"40 ПСШ 8-10"	10	"1940"	8	"*"
"Шиллер Ф."	"Поликратов перстень"	""	"40 ПСШ 8-10"	10	"1940"	8	"*"
"Шиллер Ф."	"Разбойники"	""	"40 ПСШ 8-10"	10	"1940"	8	"*"
"Шиллер Ф."	"Гимн к радости"	""	"40 ПСШ 8-10"	10	"1940"	8	"*"
""	"Что далече, далече во чистом поле…"	""	"40 ПСШ 8-10"	10	"1940"	8	""
""	"Будьте здоровы (белорусская народная песня)"	""	"41 ПСШ 8-10"	11	"1941"	10	""
""	"Золотая Украина (украинская народная песня)"	""	"41 ПСШ 8-10"	11	"1941"	10	""
""	"Начальная русская летопись"	"смерть Олега, месть Ольги древлянам, о просвещении при Владимире"	"41 ПСШ 8-10"	11	"1941"	8	"*"
""	"Орел"	""	"41 ПСШ 8-10"	11	"1941"	10	""
""	"Повесть временных лет"	""	"41 ПСШ 8-10"	11	"1941"	8	""
""	"Повесть о Горе-Злочастии"	""	"41 ПСШ 8-10"	11	"1941"	8	""
""	"Повесть о Ерше Ершовиче, сыне Щетинникове"	""	"41 ПСШ 8-10"	11	"1941"	8	""
""	"Повесть о нашествии Батыя на Рязань"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
""	"Слово о полку Игореве"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Руставели Ш."	"Витязь в тигровой шкуре"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Багрицкий Э.Г."	""	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Белинский В.Г."	"Герой нашего времени"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Белинский В.Г."	"Литературные мечтания"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Белинский В.Г."	"О русской повести и повестях"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Белинский В.Г."	"Письмо к Гоголю"	""	"41 ПСШ 8-10"	11	"1941"	9	""
"Белинский В.Г."	"Похождения Чичикова или Мертвые души"	""	"41 ПСШ 8-10"	11	"1941"	9	""
"Белинский В.Г."	"Сочинения Александра Пушкина"	"5,8,9"	"41 ПСШ 8-10"	11	"1941"	8	""
"Белинский В.Г."	"Стихотворения Лермонтова"	"в отрывках"	"41 ПСШ 8-10"	11	"1941"	8	""
"Белый А."	""	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Блок А.А."	"Двенадцать"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Блок А.А."	"О, весна, без конца и без краю…"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Блок А.А."	"Россия"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Блок А.А."	"Соловьиный сад"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Блок А.А."	"Стихи о Прекрасной даме"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Блок А.А."	"Сытые"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Брюсов В.Я."	"Ассаргадон"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Брюсов В.Я."	"Грядущие гунны"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Брюсов В.Я."	"Довольным"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Брюсов В.Я."	"К русской революции"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Брюсов В.Я."	"Каменщик"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Брюсов В.Я."	"Кинжал"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Брюсов В.Я."	"Товарищам интеллигентам"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Брюсов В.Я."	"Юному поэту"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Герцен А.И."	"Былое и думы"	""	"41 ПСШ 8-10"	11	"1941"	9	""
"Герцен А.И."	"Кто виноват?"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Герцен А.И."	"Сорока-воровка"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Гладков Ф.В."	""	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Гоголь Н.В."	"Вечера на Хуторе близ Диканьки"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Гоголь Н.В."	"Выбранные места из переписки с друзьями"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Гоголь Н.В."	"Мертвые души"	""	"41 ПСШ 8-10"	11	"1941"	9	""
"Гоголь Н.В."	"Миргород"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Гоголь Н.В."	"Ревизор"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Гоголь Н.В."	"Шинель"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Гончаров И.А."	"Лучше поздно, чем никогда"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Гончаров И.А."	"Мильон терзаний"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Гончаров И.А."	"Обломов"	""	"41 ПСШ 8-10"	11	"1941"	9	""
"Гончаров И.А."	"Обрыв"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Гончаров И.А."	"Обыкновенная история"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Горький М."	"Автобиографическая трилогия"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Горький М."	"Враги"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Горький М."	"Городок Окуров"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Горький М."	"Дачники"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Горький М."	"Девушка и смерть"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Горький М."	"Дело Артамоновых"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Горький М."	"Если враг не сдается - его уничтожают"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Горький М."	"Жизнь Клима Самгина"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Горький М."	"Коновалов"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Горький М."	"Мать"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Горький М."	"Мещане"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Горький М."	"На дне"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Горький М."	"О культурах"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Горький М."	"О старом и новом человеке"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Горький М."	"Песня о буревестнике"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Горький М."	"Песня о соколе"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Горький М."	"Старуха Изергиль"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Горький М."	"У нас и у них"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Горький М."	"Челкаш"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Грибоедов А.С."	"Горе от ума"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Державин Г.Р."	"Ода к Фелице"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Державин Г.Р."	"Памятник"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Державин Г.Р."	"Приглашение к обеду"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Джамбул"	"Песня о Ленине"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Джамбул"	"Песня о Сталине"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Димитров Г.М."	"О романе Чернышевского"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
""	"О Гончарове, Островском, Тургеневе"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Добролюбов Н.А."	"Луч света в темном царстве"	""	"41 ПСШ 8-10"	11	"1941"	9	""
"Добролюбов Н.А."	"Что такое обломовщина?"	""	"41 ПСШ 8-10"	11	"1941"	9	""
"Жуковский В.А."	"Лесной царь"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Жуковский В.А."	"Минувших дней очарованье"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Жуковский В.А."	"Море"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Жуковский В.А."	"Светлана"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Жуковский В.А."	"Теон и Эсхин"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Жуковский В.А."	"Я музу юную бывало…"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Карамзин Н.М."	"Бедная Лиза"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Катаев В.П."	"Я, сын трудового народа…"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Крылов И.А."	""	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Купала Я."	"Олеся"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Купала Я."	"Песни нужны нам"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Лебедев-Кумач В.И."	""	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Лермонтов М.Ю."	"Выхожу один я на дорогу"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Лермонтов М.Ю."	"Герой нашего времени"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Лермонтов М.Ю."	"Демон"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Лермонтов М.Ю."	"Дубовый листок оторвался от ветки родимой"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Лермонтов М.Ю."	"Дума"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Лермонтов М.Ю."	"Мцыри"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Лермонтов М.Ю."	"Парус"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Лермонтов М.Ю."	"Песня о купце Калашникове"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Лермонтов М.Ю."	"Поэт"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Лермонтов М.Ю."	"Пророк"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Лермонтов М.Ю."	"Прощай, немытая Россия"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Лермонтов М.Ю."	"Родина"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Лермонтов М.Ю."	"Смерть поэта"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Ломоносов М.В."	"Из Анакреона (Ночною темнотою покрылись небеса…)"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Ломоносов М.В."	"Ода на день восшествия на престол императрицы Елизаветы Петровны"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Ломоносов М.В."	"Разговор с Анакреоном"	"в сокращении"	"41 ПСШ 8-10"	11	"1941"	8	""
"Майков А.Н."	""	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Макаренко А.С."	""	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Маяковский В.В."	"Владимир Ильич Ленин"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Маяковский В.В."	"Во весь голос"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Маяковский В.В."	"Облако в штанах"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Маяковский В.В."	"Приказ по армии искусства"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Маяковский В.В."	"Разговор с фининспектором о поэзии"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Маяковский В.В."	"Стихи о советском паспорте"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Маяковский В.В."	"Товарищу Нетте пароходу и человеку"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Маяковский В.В."	"Хорошо!"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Некрасов Н.А."	"Блажен незлобивый поэт"	""	"41 ПСШ 8-10"	11	"1941"	9	""
"Некрасов Н.А."	"В дороге"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Некрасов Н.А."	"Еду ли ночью"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Некрасов Н.А."	"Железная дорога"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Некрасов Н.А."	"Забытая деревня"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Некрасов Н.А."	"Колыбельная песня"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Некрасов Н.А."	"Кому на Руси жить хорошо"	""	"41 ПСШ 8-10"	11	"1941"	9	""
"Некрасов Н.А."	"Крестьянские дети"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Некрасов Н.А."	"Мороз,красный нос"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Некрасов Н.А."	"На улице"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Некрасов Н.А."	"Нравственный человек"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Некрасов Н.А."	"О погоде"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Некрасов Н.А."	"Орина мать солдатская"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Некрасов Н.А."	"Памяти Добролюбова"	""	"41 ПСШ 8-10"	11	"1941"	9	""
"Некрасов Н.А."	"Песня Еремушке"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Некрасов Н.А."	"Плач детей"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Некрасов Н.А."	"Поэт и гражданин"	""	"41 ПСШ 8-10"	11	"1941"	9	""
"Некрасов Н.А."	"Размышления у парадного подъезда"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Некрасов Н.А."	"Родина"	""	"41 ПСШ 8-10"	11	"1941"	9	""
"Некрасов Н.А."	"Современная ода"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Некрасов Н.А."	"Элегия (Пускай нам говорит изменчивая мода)"	""	"41 ПСШ 8-10"	11	"1941"	9	""
"Островский А.Н."	"Бешеные деньги"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Островский А.Н."	"Гроза"	""	"41 ПСШ 8-10"	11	"1941"	9	""
"Островский А.Н."	"Лес"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Островский А.Н."	"Свои люди - сочтемся"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Островский А.Н."	"Снегурочка"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Островский Н.А."	""	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Писарев Д.И."	""	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Писарев Д.И."	"Базаров"	""	"41 ПСШ 8-10"	11	"1941"	9	""
"Погодин Н.Ф."	""	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Пушкин А.С."	"19 октября 1825"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"Анчар"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"Арап Петра Великого"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Пушкин А.С."	"Арион"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"Бахчисарайский фонтан"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Пушкин А.С."	"Борис Годунов"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"В Сибирь"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"Вакхическая песня"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"Вновь я посетил"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"Вольность"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"Гроб Анакреона"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Пушкин А.С."	"Деревня"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"Для берегов отчизны дальней"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Пушкин А.С."	"Дубровский"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Пушкин А.С."	"Евгений Онегин"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"История села Горюхина"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Пушкин А.С."	"К А.П. Керн"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"К морю"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"К Чаадаеву (Любви, надежды, гордой славы…)"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"Кавказский пленник"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Пушкин А.С."	"Капитанская дочка"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Пушкин А.С."	"Медный всадник"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"На холмах Грузии лежит ночная мгла"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"Осень"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"Памятник"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"Пиковая дама"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Пушкин А.С."	"Повести Белкина"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Пушкин А.С."	"Погасло дневное светило"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"Послание князю А.М. Горчакову"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Пушкин А.С."	"Поэт"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"Поэту"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"Пророк"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"Разговор книгопродавца с поэтом"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"Румяный критик мой"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"Цыганы"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Пушкин А.С."	"Эпиграммы на Александра I"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Радищев А.Н."	"Путешествие из Петербурга в Москву"	"Любани, Спасская Полесть, Пешки"	"41 ПСШ 8-10"	11	"1941"	8	""
"Рылеев К.Ф."	"Ах, тошно мне"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Рылеев К.Ф."	"Гражданин"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Рылеев К.Ф."	"К временщику"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Рылеев К.Ф."	"Посвящение к поэме Войнаровский"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Салтыков-Щедрин М.Е."	"Господа Головлевы"	""	"41 ПСШ 8-10"	11	"1941"	9	""
"Салтыков-Щедрин М.Е."	"Губернские очерки"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Салтыков-Щедрин М.Е."	"История одного города"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Салтыков-Щедрин М.Е."	"Пошехонская старина"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Салтыков-Щедрин М.Е."	"Сказки"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Стальский С.С."	"Думы о Родине"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Стальский С.С."	"Песня о Красной Армии"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Стальский С.С."	"Сталин (Живое двигая вперед…)"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Сумароков А.П."	""	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Табидзе Г."	"Абхазия"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Табидзе Г."	"Об уверенности"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Табидзе Г."	"Октябрьский оркестр"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Табидзе Г."	"Отважный истинный поэт"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Толстой А.Н."	"Хлеб"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Толстой Л.Н."	"Анна Каренина"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Толстой Л.Н."	"Война и мир"	""	"41 ПСШ 8-10"	11	"1941"	9	""
"Толстой Л.Н."	"Воскресение"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Толстой Л.Н."	"Детство, отрочество и юность"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Толстой Л.Н."	"Казаки"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Толстой Л.Н."	"Люцерн"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Толстой Л.Н."	"Утро помещика"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Толстой Л.Н."	"Хаджи-Мурат"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Тренев К.А."	""	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Тургенев И.С."	"Дворянское гнездо"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Тургенев И.С."	"Накануне"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Тургенев И.С."	"Отцы и дети"	""	"41 ПСШ 8-10"	11	"1941"	9	""
"Тургенев И.С."	"Порог"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Тургенев И.С."	"Рудин"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Тургенев И.С."	"Русский язык"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Тургенев И.С."	"Хорь и Калиныч"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Тургенев И.С."	"Записки охотника"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Тынянов Ю.Н."	""	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Тычина П.Г."	"Первая песня трактористки"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Тычина П.Г."	"На майдане"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Фадеев А.А."	"Разгром"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Фет А.А."	""	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Фонвизин Д.И."	"Всеобщая придворная грамматика"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Фонвизин Д.И."	"Недоросль"	""	"41 ПСШ 8-10"	11	"1941"	8	""
"Фурманов Д.А."	""	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Чернышевский Н.Г."	"Барским крестьянам"	"прокламация"	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Чернышевский Н.Г."	"Что делать?"	""	"41 ПСШ 8-10"	11	"1941"	9	""
"Чехов А.П."	"В овраге"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Чехов А.П."	"Вишневый сад"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Чехов А.П."	"Ионыч"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Чехов А.П."	"Мужики"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Чехов А.П."	"Случай из практики"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Чехов А.П."	"Смерть чиновника"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Чехов А.П."	"Унтер Пришибеев"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Шолохов М.А."	"Донские рассказы"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Шолохов М.А."	"Поднятая целина"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Шолохов М.А."	"Тихий Дон"	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Байрон Д."	"Паломничество Чайльд-Гарольда"	"отрывки"	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Бальзак О."	"Гобсек"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Бальзак О."	"Евгения Грандэ"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Бальзак О."	"Отец Горио"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Буало Н."	""	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Бэкон Ф."	""	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Гейне Г."	"Германия"	"отрывки"	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Гейне Г."	"Не знаю, что значит такое…"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Гейне Г."	"Невольничий корабль"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Гейне Г."	"Разговор на Падерборнском лугу"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Гейне Г."	"С тобою мне побыть хотелось"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Гейне Г."	"Силезские ткачи"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Гейне Г."	"Хотел бы в единое слово…"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Гейне Г."	"Я плакал во сне"	""	"41 ПСШ 8-10"	11	"1941"	9	"*"
"Гете И.В."	"Лирика"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Гете И.В."	"Фауст"	"ч.1, 2 в сокращении"	"41 ПСШ 8-10"	11	"1941"	10	""
"Мольер Ж.Б."	"Мещанин во дворянстве"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Мор Т."	""	""	"41 ПСШ 8-10"	11	"1941"	10	"*"
"Шекспир У."	"Гамлет"	""	"41 ПСШ 8-10"	11	"1941"	10	""
"Шиллер Ф."	"Гимн к радости"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Шиллер Ф."	"Ивиковы журавли"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Шиллер Ф."	"Коварство и любовь"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Шиллер Ф."	"Кубок"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Шиллер Ф."	"Перчатка"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Шиллер Ф."	"Поликратов перстень"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
"Шиллер Ф."	"Разбойники"	""	"41 ПСШ 8-10"	11	"1941"	8	"*"
""	"Будьте здоровы (белорусская народная песня)"	""	"42 ПСШ 8-10"	12	"1942"	10	""
""	"Золотая Украина"	""	"42 ПСШ 8-10"	12	"1942"	10	""
""	"Начальная русская летопись"	"смерть Олега, месть Ольги древлянам, о просвещении при Владимире"	"42 ПСШ 8-10"	12	"1942"	8	""
""	"Орел (грузинская народная песня)"	""	"42 ПСШ 8-10"	12	"1942"	10	""
""	"Повесть временных лет"	""	"42 ПСШ 8-10"	12	"1942"	8	""
""	"Повесть о Горе-Злочастии"	""	"42 ПСШ 8-10"	12	"1942"	8	"*"
""	"Повесть о Ерше Ершовиче, сыне Щетинникове"	""	"42 ПСШ 8-10"	12	"1942"	8	"*"
""	"Повесть о нашествии Батыя на Рязань"	""	"42 ПСШ 8-10"	12	"1942"	8	"*"
