"Булгаков_БелаяГвардия" "Булгаков_МастериМаргарита" "Иванов_Бронепоезд1469" "Иванов_ГолубыеПески" "Крюков_ГруппаБ" "Крюков_Зыбь" "Крюков_КисточникуИсцелений" "Крюков_Мать" "Крюков_Шквал" "Леонов_Барсуки" "Леонов_Вор" "Островский_КакЗакалялась1" "Островский_КакЗакалялась2" "Платонов_Котлован" "Платонов_Чевенгур" "Платонов_ЮвенильноеМоре" "Севский_ДонНаКостылях" "Серафимович_ЖелезныйПоток1" "Серафимович_ЖелезныйПоток2" "Фадеев_Разгром" "Фурманов_Чапаев" "Шолохов_ДонскиеРассказы" "Шолохов_ОниСражалисьЗаРодину" "Шолохов_ПоднятаяЦелина1" "Шолохов_ПоднятаяЦелина2" "Шолохов_СудьбаЧеловека" "Dubia_ТихийДон1" "Dubia_ТихийДон2" "Dubia_ТихийДон3" "Dubia_ТихийДон4"
"тысяч" 0.0222785374140188 0.0236912763455768 0 0.00683137879995446 0.0106112054329372 0.0090843023255814 0.00585480093676815 0 0 0.00618709783864049 0.00260393610982361 0.0202862616927758 0.0111098766803688 0.00290807572629191 0.00172756327200484 0.0263365815117198 0.203265803916254 0.0537008860646201 0.0659429846809374 0 0.00241004506784277 0.00574692826684137 0 0.000482292626228038 0 0.00906700516819295 0.00105962510463798 0.00938360163483193 0.0118947406946529 0.00233772305774176
"человеком" 0.00696204294188087 0.0166716389098503 0 0.00683137879995446 0.00530560271646859 0.0090843023255814 0.00585480093676815 0.0141222991102952 0.0173694037952147 0.0103118297310675 0.00937416999536499 0.00676208723092528 0.00925823056697404 0.00872422717887574 0.020730759264058 0.00877886050390659 0.00677552679720848 0.00895014767743668 0 0.035486160397445 0.00241004506784277 0.00689631392020965 0.0104712041884817 0.00964585252456075 0.00799573560767591 0 0.00211925020927596 0.00208524480774043 0.00274494016030451 0.00467544611548352
"бой" 0.00974686011863321 0.00175490935893161 0 0 0 0.0499636627906977 0 0.00706114955514758 0 0.00412473189242699 0.0046870849976825 0.024794319846726 0.00555493834018442 0 0.000863781636002419 0 0 0.0223753691935917 0 0.00443577004968062 0.0385607210854843 0.0045975426134731 0.0335078534031414 0.00337604838359626 0.00355366027007818 0.0362680206727718 0.00635775062782787 0.00834097923096172 0.0192145811221315 0.0132470973272033
"впервые" 0.00417722576512852 0.0122843655125213 0 0.00455425253330297 0 0 0 0 0.00434235094880368 0.0134053786503877 0.0140612549930475 0.00676208723092528 0.0203681072473429 0 0.000863781636002419 0.0131682907558599 0.00677552679720848 0 0 0.0288325053229241 0.00843515773744969 0.00114938565336827 0.0104712041884817 0.0135041935343851 0.0159914712153518 0 0.00105962510463798 0 0.00731984042747868 0.0116886152887088
"главное" 0.0236709460023949 0.00877454679465806 0.0119990400767939 0.0113856313332574 0.0106112054329372 0.0045421511627907 0.00585480093676815 0.0141222991102952 0.013027052846411 0.00618709783864049 0.0166651911028711 0.00450805815395019 0.0129615227937637 0.00581615145258382 0.00863781636002419 0.0043894302519533 0.00677552679720848 0.00447507383871834 0.0101450745662981 0.0110894251242016 0.00482009013568554 0.00114938565336827 0.0272251308900524 0.00868126727210468 0.0124378109452736 0.0181340103363859 0.00211925020927596 0 0.00457490026717418 0.00311696407698901
"глубоко" 0.00696204294188087 0 0.0299976001919846 0.0113856313332574 0 0 0.0117096018735363 0.00706114955514758 0 0.00721828081174724 0.00520787221964722 0.0135241744618506 0.0296263378143169 0.0261726815366272 0.010365379632029 0.0175577210078132 0.00677552679720848 0.0179002953548734 0.0202901491325961 0.0133073101490419 0.015665292940978 0.00689631392020965 0.00628272251308901 0.00675209676719253 0.00799573560767591 0 0.00423850041855192 0.00625573442322129 0.00731984042747868 0.0116886152887088
"горбидоныч" 0 0 0 0 0 0 0 0 0 0 0.0911377638438263 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"гость" 0 0.0877454679465806 0 0 0 0 0 0 0.00434235094880368 0.0134053786503877 0.0119781061051886 0 0.00370329222678962 0.00872422717887574 0 0 0 0 0 0 0 0 0 0.00723438939342056 0.00266524520255864 0 0.00105962510463798 0.00208524480774043 0.00365992021373934 0.00623392815397803
"красноармейцев" 0 0 0 0.00227712626665149 0 0 0 0 0 0.00515591486553374 0 0.0157782035388257 0.00185164611339481 0 0.00431890818001209 0 0 0 0 0 0.0397657436194057 0.00574692826684137 0.018848167539267 0.00144687787868411 0.000888415067519545 0 0 0 0.0631336236870036 0.0280526766929011
"моего" 0.00417722576512852 0.00965200147412386 0 0.00455425253330297 0 0.0045421511627907 0.0117096018735363 0.0211834486654427 0 0.00515591486553374 0.0171859783248358 0.00225402907697509 0.0111098766803688 0 0.00518268981601451 0.0043894302519533 0.013551053594417 0 0 0.00887154009936125 0.00361506760176415 0.0045975426134731 0.00628272251308901 0.0120573156557009 0.0142146410803127 0.0906700516819295 0.00953662594174181 0.00521311201935107 0.00914980053434835 0.00779241019247253
"ответа" 0.00139240858837617 0.00526472807679483 0 0.00455425253330297 0.00530560271646859 0.0045421511627907 0 0 0.0173694037952147 0.0134053786503877 0.00989495721732972 0.0135241744618506 0.0148131689071585 0.0116323029051676 0.00345512654400967 0 0.00677552679720848 0.00447507383871834 0.0152176118494471 0.00665365507452094 0.0108452028052925 0.00574692826684137 0.00837696335078534 0.00964585252456075 0.0142146410803127 0.0181340103363859 0.00741737573246585 0.00521311201935107 0.0155546609083922 0.0101301332502143
"получил" 0.00417722576512852 0.0184265482687819 0 0.00227712626665149 0 0 0 0.00706114955514758 0.0173694037952147 0.0020623659462135 0.00416629777571777 0.0135241744618506 0.0370329222678962 0.00872422717887574 0.00604647145201693 0.0175577210078132 0.0271021071888339 0.00447507383871834 0 0.00443577004968062 0.00843515773744969 0.00229877130673655 0.00837696335078534 0.00819897464587664 0.00533049040511727 0.0272010155045788 0.0148347514649317 0.0271081825006256 0.00365992021373934 0.00389620509623627
"странно" 0.0194937202372664 0.0131618201919871 0 0.00227712626665149 0 0.0317950581395349 0.0468384074941452 0.0282445982205903 0.0217117547440184 0.0134053786503877 0.0104157444392944 0.00450805815395019 0.00370329222678962 0 0.00518268981601451 0.00877886050390659 0.0203265803916254 0.0179002953548734 0.0405802982651923 0.0133073101490419 0.00723013520352831 0.00229877130673655 0.00628272251308901 0.00434063363605234 0.00444207533759773 0.00906700516819295 0.00423850041855192 0.0104262240387021 0.00731984042747868 0.00545468713473077
"всякий" 0.00278481717675235 0.0105294561535897 0 0 0 0.0272529069767442 0.0175644028103044 0.00706114955514758 0.0217117547440184 0.0113430127041742 0.022393850544483 0.00676208723092528 0.00925823056697404 0.0145403786314596 0.00777403472402177 0.0043894302519533 0 0 0.00507253728314903 0.0177430801987225 0.00723013520352831 0.00114938565336827 0.00837696335078534 0.00626980414096449 0.00799573560767591 0 0.00423850041855192 0.00625573442322129 0.00914980053434835 0.00467544611548352
"говоришь" 0.00278481717675235 0.00263236403839742 0 0.00227712626665149 0 0 0 0 0.00868470189760736 0.00928064675796073 0.00364551055375305 0.0270483489237011 0.00555493834018442 0.00290807572629191 0.0129567245400363 0.0043894302519533 0 0 0 0.0133073101490419 0.00482009013568554 0.00804569957357792 0.018848167539267 0.0163979492917533 0.0177683013503909 0 0.00317887531391394 0.0072983568270915 0.010979760641218 0.0124678563079561
"другим" 0.00278481717675235 0.0140392748714529 0.0119990400767939 0.0159398838665604 0.0106112054329372 0.0045421511627907 0 0.00706114955514758 0.00434235094880368 0.0020623659462135 0.00885338277340027 0.00676208723092528 0.00740658445357923 0.00290807572629191 0.0120929429040339 0.0131682907558599 0.013551053594417 0 0 0.0199609652235628 0.031330585881956 0.00344815696010482 0.012565445026178 0.0101281451507888 0.00710732054015636 0 0.00423850041855192 0.00417048961548086 0.00731984042747868 0.00545468713473077
"ждал" 0.00417722576512852 0.00263236403839742 0.0119990400767939 0.00455425253330297 0.00530560271646859 0.0090843023255814 0.0292740046838408 0 0.00868470189760736 0.0195924764890282 0.0135404677710828 0.00225402907697509 0.0111098766803688 0 0.00518268981601451 0 0 0.00447507383871834 0.0101450745662981 0.00665365507452094 0.00964018027137107 0.0114938565336827 0.0146596858638743 0.00482292626228038 0.00710732054015636 0.00906700516819295 0.00847700083710383 0.0072983568270915 0.0128097207480877 0.0132470973272033
"жены" 0.00696204294188087 0.00438727339732903 0.00599952003839693 0.0113856313332574 0 0.0045421511627907 0.00585480093676815 0 0 0.00928064675796073 0.00729102110750611 0.00676208723092528 0.00925823056697404 0.00290807572629191 0.016411851084046 0.00877886050390659 0 0 0.0101450745662981 0.00887154009936125 0.00361506760176415 0.0103444708803145 0.00418848167539267 0.0135041935343851 0.0124378109452736 0.00906700516819295 0.0127155012556557 0.0104262240387021 0.00823482048091352 0.00701316917322528
"непременно" 0.00556963435350469 0.0157941842303845 0.0179985601151908 0.00683137879995446 0.0106112054329372 0.0181686046511628 0 0 0.013027052846411 0.00412473189242699 0.0239562122103772 0 0 0.00290807572629191 0.00259134490800726 0.0043894302519533 0 0 0 0 0.031330585881956 0.00229877130673655 0.018848167539267 0.00916355989833271 0.0142146410803127 0 0.00105962510463798 0.00104262240387021 0.000914980053434835 0.00545468713473077
"солнцем" 0.00278481717675235 0.00789709211519225 0 0 0.0106112054329372 0.0045421511627907 0.0175644028103044 0 0 0.00618709783864049 0.00156236166589417 0.00225402907697509 0.00185164611339481 0.00872422717887574 0.0138205061760387 0.0131682907558599 0 0.0223753691935917 0.0152176118494471 0.0199609652235628 0 0.0103444708803145 0.0230366492146597 0.0110927304032449 0.0115493958777541 0 0.00423850041855192 0.0072983568270915 0.0137247008015225 0.0194810254811813
"ишь" 0.00139240858837617 0.00263236403839742 0.0359971202303816 0.0136627575999089 0 0.0090843023255814 0.0117096018735363 0.00706114955514758 0.00868470189760736 0.0185612935159215 0.00885338277340027 0.00450805815395019 0 0.0145403786314596 0.0129567245400363 0.0043894302519533 0 0.00447507383871834 0 0.0133073101490419 0.00723013520352831 0.012643242187051 0 0.00192917050491215 0.00177683013503909 0 0.0339080033484153 0.0104262240387021 0.010979760641218 0.00623392815397803
"людям" 0.00139240858837617 0.00438727339732903 0.00599952003839693 0.00683137879995446 0 0.0317950581395349 0.0117096018735363 0.0282445982205903 0.00434235094880368 0.00515591486553374 0.0114573188832239 0.00225402907697509 0.00370329222678962 0.0174484543577515 0.0293685756240822 0.0219471512597665 0 0.0179002953548734 0.00507253728314903 0.0310503903477644 0.00120502253392138 0.00574692826684137 0.00628272251308901 0.0077166820196486 0.0115493958777541 0 0.00741737573246585 0.00104262240387021 0.00365992021373934 0.00389620509623627
"слава" 0.032025397532652 0.00350981871786322 0 0.00683137879995446 0.0106112054329372 0.0045421511627907 0 0.0353057477757379 0.0173694037952147 0.00412473189242699 0.00520787221964722 0.00676208723092528 0.00185164611339481 0 0.00345512654400967 0 0.00677552679720848 0 0.0101450745662981 0.00443577004968062 0.0120502253392138 0.00689631392020965 0.00628272251308901 0.00964585252456075 0.0106609808102345 0 0.0158943765695697 0.0114688464425724 0.0146396808549574 0.00857165121171979
"анна" 0.00278481717675235 0.00877454679465806 0 0 0 0 0 0.00706114955514758 0 0.0299043062200957 0 0 0.038884568381291 0 0 0 0.00677552679720848 0 0 0 0 0.058618668321782 0 0.00144687787868411 0 0 0.00211925020927596 0.0542163650012511 0 0
"т" 0.00556963435350469 0 0 0.0341568939997723 0.00530560271646859 0.0090843023255814 0.0117096018735363 0.00706114955514758 0.00434235094880368 0.0360914040587362 0.00208314888785889 0 0 0 0.000863781636002419 0.0043894302519533 0.0474286875804594 0 0 0 0.103631937917239 0.00344815696010482 0 0.00192917050491215 0 0 0.00105962510463798 0.00417048961548086 0 0
"шаг" 0.00835445153025704 0.00789709211519225 0 0.0159398838665604 0.00530560271646859 0.0045421511627907 0 0 0.00434235094880368 0.0134053786503877 0.00885338277340027 0.0180322326158007 0.0129615227937637 0.00290807572629191 0.00691025308801935 0 0 0 0.0202901491325961 0.00887154009936125 0.00602511266960692 0.00689631392020965 0.00628272251308901 0.00578751151473645 0.00533049040511727 0.00906700516819295 0.0105962510463798 0.0239803152890149 0.00731984042747868 0.00857165121171979
"волос" 0.0125316772953856 0.00350981871786322 0.0119990400767939 0.0250483889331663 0 0.0045421511627907 0.0117096018735363 0 0.00434235094880368 0.0154677445966012 0.00520787221964722 0.00901611630790037 0.00925823056697404 0 0.00691025308801935 0.00877886050390659 0 0 0 0.00443577004968062 0.00241004506784277 0.0091950852269462 0.00209424083769634 0.00819897464587664 0.00799573560767591 0 0.0211925020927596 0.0114688464425724 0.0128097207480877 0.0101301332502143
"голосе" 0.00417722576512852 0.00175490935893161 0.00599952003839693 0.00455425253330297 0.0212224108658744 0.0136264534883721 0.0117096018735363 0.0141222991102952 0.00868470189760736 0.00928064675796073 0.013019680549118 0.0112701453848755 0.00555493834018442 0.00290807572629191 0.00345512654400967 0 0 0 0 0.0133073101490419 0.00964018027137107 0.00574692826684137 0.0209424083769634 0.013021900908157 0.0115493958777541 0 0.00105962510463798 0.00625573442322129 0.010979760641218 0.0116886152887088
"заварихин" 0 0 0 0 0 0 0 0 0 0 0.0890546149559674 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"напрасно" 0.0111392687070094 0.00263236403839742 0.0179985601151908 0.0113856313332574 0.0106112054329372 0 0 0 0.00434235094880368 0.0226860254083485 0.013019680549118 0.00676208723092528 0.00370329222678962 0.00290807572629191 0.0224583225360629 0 0.00677552679720848 0 0.00507253728314903 0.00443577004968062 0.00964018027137107 0.00114938565336827 0.0209424083769634 0.0110927304032449 0.0115493958777541 0 0.00317887531391394 0.00104262240387021 0.00182996010686967 0.00389620509623627
"самые" 0 0.00526472807679483 0 0.00227712626665149 0.00530560271646859 0 0 0.00706114955514758 0.0217117547440184 0.00824946378485398 0.0197899144346594 0 0.00555493834018442 0.00872422717887574 0.0095015979960266 0.00877886050390659 0.00677552679720848 0.013425221516155 0.0152176118494471 0.0177430801987225 0.0216904056105849 0.00574692826684137 0.0104712041884817 0.0077166820196486 0.00710732054015636 0 0.00317887531391394 0.00834097923096172 0.00823482048091352 0.00389620509623627
"твердо" 0.00139240858837617 0.0105294561535897 0.00599952003839693 0.0136627575999089 0.026528013582343 0.0181686046511628 0.00585480093676815 0 0.013027052846411 0.0134053786503877 0.00260393610982361 0.0180322326158007 0.0129615227937637 0 0.00172756327200484 0 0.00677552679720848 0 0 0.00221788502484031 0.00723013520352831 0.0172407848005241 0.0104712041884817 0.00626980414096449 0.00444207533759773 0.00906700516819295 0.0116558761510178 0.0135540912503128 0.00548988032060901 0.0202602665004286
"як" 0.0264557631791473 0 0 0 0 0 0 0 0 0 0 0.0135241744618506 0.00555493834018442 0 0 0 0 0.344580685581312 0.187683879476514 0.00221788502484031 0 0.00114938565336827 0 0.00819897464587664 0 0 0.00847700083710383 0 0.00182996010686967 0
"вышли" 0.0139240858837617 0.00438727339732903 0 0.00683137879995446 0.0106112054329372 0.0045421511627907 0.0234192037470726 0.0141222991102952 0 0.00928064675796073 0.0046870849976825 0.00450805815395019 0.00925823056697404 0.0203565300840434 0.0112291612680314 0.0131682907558599 0.013551053594417 0 0 0.00665365507452094 0.00723013520352831 0.0103444708803145 0.00209424083769634 0.0120573156557009 0.009772565742715 0.00906700516819295 0.00953662594174181 0.0125114688464426 0.010979760641218 0.00311696407698901
"горы" 0.00696204294188087 0.00789709211519225 0.0419966402687785 0 0.0106112054329372 0 0 0 0 0.0113430127041742 0.00364551055375305 0.00450805815395019 0.00925823056697404 0 0.00431890818001209 0 0.0203265803916254 0.13425221516155 0.0760880592472355 0 0.0132552478731352 0.012643242187051 0.00837696335078534 0.00144687787868411 0.00177683013503909 0 0.0116558761510178 0.00625573442322129 0.0118947406946529 0.00623392815397803
"держал" 0.00556963435350469 0.00877454679465806 0 0.0159398838665604 0.00530560271646859 0.0136264534883721 0.0117096018735363 0.0211834486654427 0.00868470189760736 0.016498927569708 0.00624944666357666 0.00450805815395019 0.0111098766803688 0.0145403786314596 0.00691025308801935 0.0131682907558599 0 0 0 0.00887154009936125 0.00723013520352831 0.00689631392020965 0.00418848167539267 0.00916355989833271 0.0106609808102345 0 0.0137751263602937 0.00625573442322129 0.00640486037404385 0.00857165121171979
"засмеялся" 0 0.00175490935893161 0 0.00455425253330297 0.0106112054329372 0.0363372093023256 0.0175644028103044 0.00706114955514758 0 0.0268107573007755 0.00624944666357666 0.00450805815395019 0.00370329222678962 0 0.00345512654400967 0.0043894302519533 0 0.013425221516155 0.0202901491325961 0.0177430801987225 0.00361506760176415 0.0149420134937876 0.0104712041884817 0.0115750230294729 0.0115493958777541 0.0272010155045788 0.00741737573246585 0.00521311201935107 0.00823482048091352 0.00623392815397803
"ногах" 0.0125316772953856 0.00614218275626064 0.0239980801535877 0.00455425253330297 0.00530560271646859 0.0090843023255814 0 0 0 0.00824946378485398 0.00677023388554138 0.00450805815395019 0.00740658445357923 0.00581615145258382 0.00863781636002419 0 0 0.00447507383871834 0.0101450745662981 0.00887154009936125 0.00361506760176415 0.00804569957357792 0.0230366492146597 0.00964585252456075 0.0133262260127932 0.0453350258409647 0.0116558761510178 0.00834097923096172 0.00823482048091352 0.00779241019247253
"ногой" 0.00139240858837617 0.00526472807679483 0.0119990400767939 0.0204941363998634 0.0159168081494058 0 0 0.00706114955514758 0.00434235094880368 0.012374195677281 0.00677023388554138 0.0157782035388257 0.0185164611339481 0.00290807572629191 0.00431890818001209 0 0 0.0223753691935917 0 0.0133073101490419 0.00482009013568554 0.012643242187051 0.00628272251308901 0.00675209676719253 0.00444207533759773 0 0.0222521271973976 0.00834097923096172 0.0100647805877832 0.00857165121171979
"погоди" 0.00417722576512852 0.000877454679465806 0 0 0 0.0317950581395349 0 0 0 0.00928064675796073 0.00833259555143555 0 0 0 0.00259134490800726 0.0043894302519533 0 0 0.00507253728314903 0 0 0.0229877130673655 0.00418848167539267 0.00530521888850841 0.00444207533759773 0 0.0392061288716052 0.014596713654183 0.0128097207480877 0.0202602665004286
"правой" 0.0208861288256426 0.00965200147412386 0.00599952003839693 0 0.0106112054329372 0.0045421511627907 0.0234192037470726 0.0141222991102952 0 0.00824946378485398 0.00260393610982361 0 0.00740658445357923 0.00581615145258382 0.00259134490800726 0.0131682907558599 0 0.00447507383871834 0 0.00221788502484031 0.00120502253392138 0.0103444708803145 0.0104712041884817 0.0139864861606131 0.0177683013503909 0.0272010155045788 0.0116558761510178 0.00834097923096172 0.010979760641218 0.00701316917322528
"присел" 0.00974686011863321 0.00175490935893161 0 0.0113856313332574 0 0.0090843023255814 0.0175644028103044 0 0.00434235094880368 0.00928064675796073 0.0046870849976825 0.0112701453848755 0.00370329222678962 0.00290807572629191 0.00604647145201693 0 0 0 0 0 0 0.0310334126409434 0.0209424083769634 0.0120573156557009 0.00888415067519545 0.0181340103363859 0.00741737573246585 0.0104262240387021 0.00731984042747868 0.0140263383464506
"спустя" 0 0 0.00599952003839693 0.0113856313332574 0 0 0 0 0 0.0020623659462135 0.00781180832947083 0.00676208723092528 0.00370329222678962 0.00290807572629191 0.00172756327200484 0.00877886050390659 0 0 0 0 0.00120502253392138 0.0103444708803145 0.025130890052356 0.00868126727210468 0.0124378109452736 0.00906700516819295 0.0116558761510178 0.0250229376928851 0.0146396808549574 0.0241564715966648
"улыбался" 0.00417722576512852 0.00175490935893161 0.0179985601151908 0.00455425253330297 0.00530560271646859 0 0 0 0.00434235094880368 0.00721828081174724 0.00260393610982361 0.00450805815395019 0.00370329222678962 0.00290807572629191 0.00691025308801935 0.0043894302519533 0 0 0 0.00887154009936125 0.00361506760176415 0.00574692826684137 0.0104712041884817 0.0188094124228935 0.0230987917555082 0 0.0148347514649317 0.0135540912503128 0.0146396808549574 0.00545468713473077
"шоссе" 0.0139240858837617 0.000877454679465806 0 0 0.0583616298811545 0 0 0 0 0.00103118297310675 0.00312472333178833 0.0698749013862279 0.0111098766803688 0 0.000863781636002419 0 0 0.2685044303231 0.172466267627067 0 0.00361506760176415 0 0 0 0 0 0.00423850041855192 0.00208524480774043 0 0
"вощев" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.491464797743333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"дать" 0.00974686011863321 0.00701963743572644 0 0.00455425253330297 0.00530560271646859 0.0136264534883721 0.00585480093676815 0.00706114955514758 0.0217117547440184 0.00721828081174724 0.00260393610982361 0.00676208723092528 0.0259230455875273 0.0145403786314596 0.0120929429040339 0.0131682907558599 0.00677552679720848 0.00895014767743668 0.0253626864157452 0.00665365507452094 0.0265104957462705 0 0.0104712041884817 0.00530521888850841 0.00533049040511727 0 0.0052981255231899 0.00417048961548086 0.010979760641218 0.0109093742694615
"коней" 0.00278481717675235 0.00263236403839742 0 0.00910850506660594 0.00530560271646859 0 0 0 0 0.00309354891932024 0.00104157444392944 0.00676208723092528 0.00555493834018442 0 0.00863781636002419 0 0 0 0.0101450745662981 0.0110894251242016 0.0241004506784277 0.0114938565336827 0 0.00675209676719253 0.00177683013503909 0 0.0148347514649317 0.0187672032696639 0.0301943417633496 0.0155848203849451
"наверное" 0.00835445153025704 0.00438727339732903 0.00599952003839693 0.0136627575999089 0 0 0 0 0 0 0 0.0202862616927758 0.00555493834018442 0.00872422717887574 0.0250496674440701 0 0.00677552679720848 0.00447507383871834 0 0.00221788502484031 0 0 0.0335078534031414 0.0149510714130692 0.0186567164179104 0.00906700516819295 0.0105962510463798 0.014596713654183 0.00548988032060901 0.00389620509623627
"оказалось" 0.00556963435350469 0.0114069108330555 0.00599952003839693 0.00455425253330297 0 0.0045421511627907 0.0117096018735363 0 0.00434235094880368 0.0020623659462135 0.0182275527687653 0.00450805815395019 0.0129615227937637 0 0.0112291612680314 0.0175577210078132 0.00677552679720848 0.00895014767743668 0.0101450745662981 0.00887154009936125 0.00843515773744969 0.00114938565336827 0.00418848167539267 0.0120573156557009 0.0124378109452736 0.0362680206727718 0.00211925020927596 0.00208524480774043 0.00914980053434835 0.00467544611548352
"сергей" 0.00696204294188087 0.00350981871786322 0 0 0 0.0045421511627907 0 0 0.00434235094880368 0.0484655997360172 0.0156236166589417 0.0338104361546264 0 0 0 0 0 0 0 0.00221788502484031 0 0 0 0.000964585252456075 0.00177683013503909 0 0.0307291280345014 0.0323212945199766 0.000914980053434835 0
"собрание" 0 0 0.00599952003839693 0.00683137879995446 0 0 0 0 0.00434235094880368 0.00103118297310675 0.00572865944161194 0.00450805815395019 0.0129615227937637 0.0116323029051676 0.00518268981601451 0.0263365815117198 0 0.00895014767743668 0 0.00443577004968062 0.00482009013568554 0.0229877130673655 0 0.0294198501999103 0.0186567164179104 0 0 0.00521311201935107 0.00823482048091352 0.00233772305774176
"атаман" 0 0 0 0.111579187065923 0 0.0227107558139535 0 0 0.0694776151808589 0 0 0.0180322326158007 0.00185164611339481 0 0 0 0.00677552679720848 0 0.00507253728314903 0 0 0.0218383274139972 0 0.000964585252456075 0.00177683013503909 0 0.0264906276159495 0.0156393360580532 0.010979760641218 0.00935089223096704
"вполне" 0.00139240858837617 0.00526472807679483 0 0 0.00530560271646859 0.0045421511627907 0.0117096018735363 0 0.0173694037952147 0.00309354891932024 0.0291640844300244 0.00225402907697509 0.00740658445357923 0.031988832989211 0.0276410123520774 0.0175577210078132 0.013551053594417 0.00447507383871834 0 0.00221788502484031 0.00843515773744969 0.00229877130673655 0.0104712041884817 0.00337604838359626 0.00533049040511727 0.0181340103363859 0.00317887531391394 0.00417048961548086 0 0.00155848203849451
"комнаты" 0.0236709460023949 0.0219363669866451 0.00599952003839693 0.0296026414664693 0.0212224108658744 0 0 0 0.00434235094880368 0.00824946378485398 0.00937416999536499 0.0225402907697509 0.0240713994741325 0 0.00518268981601451 0.0043894302519533 0.00677552679720848 0 0 0.00887154009936125 0 0.00344815696010482 0 0.00675209676719253 0.00621890547263682 0 0.00741737573246585 0.00417048961548086 0.00274494016030451 0.00623392815397803
"начала" 0.00696204294188087 0.0184265482687819 0 0 0 0.0181686046511628 0 0.0141222991102952 0 0.00928064675796073 0.0166651911028711 0.00676208723092528 0.00555493834018442 0.0145403786314596 0.0138205061760387 0.0307260117636731 0 0.00895014767743668 0 0.0133073101490419 0.00964018027137107 0.00229877130673655 0.00418848167539267 0.00482292626228038 0.00266524520255864 0 0.00317887531391394 0.00312786721161064 0.00823482048091352 0.0101301332502143
"нашего" 0.00556963435350469 0.00350981871786322 0 0.00227712626665149 0.00530560271646859 0.0045421511627907 0.00585480093676815 0 0.013027052846411 0.0020623659462135 0.0135404677710828 0.00901611630790037 0.00185164611339481 0.00290807572629191 0.00172756327200484 0.00877886050390659 0 0.013425221516155 0 0.00221788502484031 0.00120502253392138 0.0149420134937876 0.0209424083769634 0.0139864861606131 0.01954513148543 0.0453350258409647 0.00423850041855192 0.00834097923096172 0.00914980053434835 0.00701316917322528
"неба" 0.00556963435350469 0.00789709211519225 0.00599952003839693 0.00683137879995446 0.00530560271646859 0.0045421511627907 0.0234192037470726 0.00706114955514758 0.013027052846411 0.0226860254083485 0.00520787221964722 0 0 0.00872422717887574 0.0138205061760387 0.0131682907558599 0.00677552679720848 0.013425221516155 0.0101450745662981 0.0155251951738822 0.00241004506784277 0.0103444708803145 0.00628272251308901 0.00434063363605234 0.00355366027007818 0 0.0148347514649317 0.0125114688464426 0.0118947406946529 0.00623392815397803
"война" 0.00974686011863321 0.000877454679465806 0 0.0136627575999089 0.00530560271646859 0 0 0.00706114955514758 0.00868470189760736 0.00309354891932024 0.00208314888785889 0 0.00185164611339481 0 0.00863781636002419 0 0.00677552679720848 0.00447507383871834 0 0.00221788502484031 0.0168703154748994 0.00804569957357792 0.0230366492146597 0.00337604838359626 0.00266524520255864 0.0181340103363859 0.0243713774066735 0.0198098256735341 0.0118947406946529 0.0225979895581703
"павка" 0 0 0 0 0 0 0 0 0 0 0 0.356136594162065 0.0166648150205533 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"сербинов" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.144251533212404 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"человеку" 0.0111392687070094 0.00701963743572644 0.0239980801535877 0.0159398838665604 0 0.0045421511627907 0 0.00706114955514758 0.00434235094880368 0.0185612935159215 0.00989495721732972 0.00450805815395019 0.00555493834018442 0.0261726815366272 0.0310961388960871 0.00877886050390659 0.00677552679720848 0.00447507383871834 0 0.0110894251242016 0.00361506760176415 0.00689631392020965 0.0104712041884817 0.00482292626228038 0.00444207533759773 0 0.00211925020927596 0.00312786721161064 0.00274494016030451 0.00311696407698901
"шее" 0.0111392687070094 0.0140392748714529 0.00599952003839693 0.0159398838665604 0.0106112054329372 0 0.0117096018735363 0.00706114955514758 0.00868470189760736 0.0020623659462135 0.00572865944161194 0.0112701453848755 0.00740658445357923 0.00290807572629191 0.0095015979960266 0 0.00677552679720848 0.013425221516155 0.00507253728314903 0.00443577004968062 0.00361506760176415 0.0114938565336827 0.00418848167539267 0.00675209676719253 0.00533049040511727 0.0272010155045788 0.0169540016742077 0.0125114688464426 0.0128097207480877 0.00545468713473077
"шинель" 0.0153164944721379 0 0 0.0204941363998634 0.0106112054329372 0 0 0 0 0.00721828081174724 0 0.00676208723092528 0.0111098766803688 0 0.0112291612680314 0 0 0 0 0.0266146202980837 0.00482009013568554 0.0149420134937876 0.00209424083769634 0.000482292626228038 0 0 0.0116558761510178 0.0344065393277171 0.0146396808549574 0.0194810254811813
